City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
597,Buraydah,SA,55.4,clear sky,26.326,43.975,Mövenpick Hotel Qassim
598,Segou,ML,74.73,clear sky,13.4317,-6.2157,Comme chez soi
601,Calama,CL,71.6,clear sky,-22.4667,-68.9333,Park Hotel Calama
602,Malindi,KE,80.6,broken clouds,-3.2175,40.1191,African House Resort
608,Atar,MR,68.76,clear sky,20.5169,-13.0499,Oumou Elghoura
609,Uyovu,TZ,63.91,scattered clouds,-3.2833,31.5258,
611,Padang,ID,73.4,moderate rain,-0.9492,100.3543,Mercure Padang
612,San Andres,CO,82.4,few clouds,12.5847,-81.7006,Hotel Arena Blanca
613,Grand Gaube,MU,77.0,light rain,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
615,Chiang Klang,TH,67.03,broken clouds,19.2938,100.8617,Sangthong Resort
617,Lubango,AO,60.87,broken clouds,-14.9172,13.4925,Hotel Serra da Chela
620,Poindimie,NC,80.11,few clouds,-20.9333,165.3333,hotel de la plage
622,General Pico,AR,89.92,overcast clouds,-35.6566,-63.7568,Hotel Malargue
623,Santa Isabel Do Rio Negro,BR,85.91,clear sky,-0.4139,-65.0192,Hotel GSA
624,Bodden Town,KY,78.8,scattered clouds,19.2833,-81.25,Will T Place
629,Forbes,AU,73.99,overcast clouds,-33.3833,148.0167,Lake Forbes Motel
631,Taltal,CL,69.67,few clouds,-25.4,-70.4833,Residencial Karime
632,Los Llanos De Aridane,ES,64.4,broken clouds,28.6585,-17.9182,Valle Aridane
634,Adrar,MR,68.38,clear sky,20.5022,-10.0711,
635,Bubaque,GW,78.75,clear sky,11.2833,-15.8333,"Casa Dora, Bubaque"
639,Lufilufi,WS,78.8,moderate rain,-13.8745,-171.5986,Leuaina Beach Resort and Spa
641,Gushikawa,JP,55.4,broken clouds,26.3544,127.8686,Kirari Guest House
643,Fitii,PF,79.74,moderate rain,-16.7333,-151.0333,Maitai Lapita Village Huahine
644,Fort Smith,US,55.4,clear sky,35.3859,-94.3986,Hampton Inn by Hilton Fort Smith
646,Katherine,AU,77.0,scattered clouds,-14.4667,132.2667,Pine Tree Motel
647,Roebourne,AU,80.89,broken clouds,-20.7833,117.1333,Harding River Caravan Park
649,Soavinandriana,MG,59.38,scattered clouds,-19.1667,46.7333,
652,Chinsali,ZM,64.13,overcast clouds,-10.5414,32.0816,Mwiluzi Motel Chinsali Ltd
654,Mbuguni,TZ,75.2,light rain,-3.5667,36.95,kaza Moyo Modern Resort
657,Labuhan,ID,77.25,overcast clouds,-6.8844,112.2051,PT PPI Lamongan Tambak C
658,Conceicao Do Araguaia,BR,77.76,light rain,-8.2578,-49.2647,Tarumã Tropical Hotel
659,Broken Hill,AU,66.2,clear sky,-31.95,141.4333,Royal Exchange Hotel
660,Rapar,IN,61.0,clear sky,23.5667,70.6333,Dharamshi Bapa’s Home
661,Benjamin Constant,BR,77.0,scattered clouds,-4.3831,-70.0311,CASA AVALIADA
663,Brumadinho,BR,84.2,clear sky,-20.1433,-44.1997,Ville de Montagne Hotel
664,Morant Bay,JM,82.4,broken clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
665,Bahia Honda,CU,70.84,overcast clouds,22.9036,-83.1592,Casa Gualberto - Deysi
669,Barabai,ID,72.43,moderate rain,-2.5833,115.3833,HOTEL BOURAQ INDAH PERMAI
670,Ponta Delgada,PT,59.0,few clouds,37.7333,-25.6667,Vila Nova Hotel
671,Banikoara,BJ,76.26,clear sky,11.2985,2.4386,Hôtel de l'UCom CVPC
672,Maridi,SS,77.27,overcast clouds,4.9158,29.4742,
673,San Quintin,MX,59.95,scattered clouds,30.4833,-115.95,Old Mill Hotel
676,Lucea,JM,79.0,scattered clouds,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
679,Neuquen,AR,69.8,clear sky,-38.9516,-68.0591,Hotel del Comahue
680,Kavaratti,IN,80.22,few clouds,10.5669,72.642,Hotels in Lakshadweep Islands
681,Nyakahanga,TZ,59.56,broken clouds,-1.6033,31.1414,Tindamanyire Guest House
682,Burla,IN,62.46,clear sky,21.5,83.8667,Gents Hostel 2(ଭୃଗୁ)
