City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Tiksi,RU,2021=01-28 20:01:39,71.6872,128.8694,-20.38,87,100,6.06
295,Sao Gabriel Da Cachoeira,BR,2021=01-28 20:05:03,-0.1303,-67.0892,82.4,83,90,3.44
296,Severo-Kurilsk,RU,2021=01-28 20:02:47,50.6789,156.125,27.7,92,54,12.91
297,Ilulissat,GL,2021=01-28 20:05:03,69.2167,-51.1,10.4,48,1,9.22
298,Kadaya,RU,2021=01-28 20:05:04,50.9327,119.2911,-26.59,85,100,2.75
299,Tateyama,JP,2021=01-28 20:05:04,34.9833,139.8667,50.0,62,20,17.27
300,Geraldton,AU,2021=01-28 20:05:04,-28.7667,114.6,68.0,73,0,10.36
301,Ballinrobe,IE,2021=01-28 20:05:05,53.6333,-9.2333,50.0,11,72,5.01
302,Aksarka,RU,2021=01-28 20:05:05,66.5606,67.7975,-27.35,85,100,11.61
303,Santiago,CL,2021=01-28 20:05:05,-33.4569,-70.6483,86.0,22,75,8.05
304,Murdochville,CA,2021=01-28 20:05:06,48.9583,-65.5006,19.4,79,100,12.66
305,Ambanja,MG,2021=01-28 20:05:06,-13.6833,48.45,76.35,88,100,2.59
306,Nicoya,CR,2021=01-28 20:05:06,10.1483,-85.452,89.6,37,0,31.07
307,Leningradskiy,RU,2021=01-28 20:05:06,69.3833,178.4167,-21.51,85,49,3.62
308,Miri,MY,2021=01-28 20:05:07,4.4148,114.0089,77.0,100,40,2.3
309,Buala,SB,2021=01-28 20:03:55,-8.145,159.5921,80.78,83,100,13.76
310,Surab,PK,2021=01-28 20:05:07,28.4914,66.2585,35.42,55,0,4.7
311,Ostrovnoy,RU,2021=01-28 20:05:07,68.0531,39.5131,1.85,91,98,14.25
312,Scalea,IT,2021=01-28 20:05:07,39.813,15.7956,50.0,60,100,1.99
313,Porto Novo,BJ,2021=01-28 20:05:07,6.4965,2.6036,84.2,79,20,11.5
314,Safaga,EG,2021=01-28 20:05:08,26.7292,33.9365,60.8,44,0,8.05
315,Yar-Sale,RU,2021=01-28 20:04:19,66.8333,70.8333,-27.87,85,100,9.33
316,Tautira,PF,2021=01-28 20:02:18,-17.7333,-149.15,86.0,66,75,3.44
317,Babugarh,IN,2021=01-28 20:05:08,28.7167,77.85,48.15,50,0,4.63
318,Acapulco,MX,2021=01-28 20:00:14,16.8634,-99.8901,86.0,66,40,11.5
319,Ambilobe,MG,2021=01-28 20:02:51,-13.2,49.05,76.15,88,94,1.88
320,Huarmey,PE,2021=01-28 20:03:23,-10.0681,-78.1522,77.22,62,6,12.44
321,Ngerengere,TZ,2021=01-28 20:05:09,-6.75,38.1167,77.0,88,20,11.5
322,Skelleftea,SE,2021=01-28 20:05:09,64.7507,20.9528,5.0,92,37,5.75
323,Tuy Hoa,VN,2021=01-28 20:02:17,13.0833,109.3,69.31,83,81,11.77
324,Severo-Yeniseyskiy,RU,2021=01-28 20:05:10,60.3725,93.0408,-38.02,81,86,3.47
325,Saint-Pierre,RE,2021=01-28 20:01:37,-21.3393,55.4781,78.8,73,0,8.05
326,Perth,AU,2021=01-28 20:01:28,-31.9333,115.8333,68.0,56,0,23.02
327,Bykovo,RU,2021=01-28 20:01:48,55.6361,38.0803,34.0,93,90,13.42
328,Naze,JP,2021=01-28 20:05:10,28.3667,129.4833,49.82,79,75,23.33
329,Vila Franca Do Campo,PT,2021=01-28 20:05:10,37.7167,-25.4333,63.0,94,75,19.57
330,Hobyo,SO,2021=01-28 20:05:11,5.3505,48.5268,76.96,71,60,19.84
331,Makakilo City,US,2021=01-28 20:00:58,21.3469,-158.0858,75.2,64,1,9.22
332,Kailua,US,2021=01-28 20:05:11,21.4022,-157.7394,77.0,73,75,13.8
333,Kutum,SD,2021=01-28 20:05:11,14.2,24.6667,62.37,23,64,13.71
334,San Quintin,MX,2021=01-28 20:02:53,30.4833,-115.95,62.2,50,100,5.39
335,Muli,MV,2021=01-28 20:05:12,2.9167,73.5667,80.4,79,4,15.64
336,Stykkisholmur,IS,2021=01-28 20:05:12,65.0757,-22.7297,23.54,83,50,4.32
337,Nakusp,CA,2021=01-28 20:05:12,50.2499,-117.8023,30.2,93,100,2.3
338,Maku,IR,2021=01-28 20:05:12,39.2911,44.4521,29.16,92,100,2.86
339,Marsa Matruh,EG,2021=01-28 20:05:12,31.3525,27.2453,55.4,76,75,23.02
340,Mildura,AU,2021=01-28 20:05:13,-34.2,142.15,73.4,78,75,13.8
341,Meulaboh,ID,2021=01-28 20:05:13,4.1363,96.1285,75.47,87,100,4.27
342,Qingdao,CN,2021=01-28 20:05:13,36.0986,120.3719,27.0,67,0,2.24
343,Vyshchetarasivka,UA,2021=01-28 20:05:13,47.5685,34.881,32.0,86,75,26.84
344,Batemans Bay,AU,2021=01-28 20:05:13,-35.7167,150.1833,66.0,86,100,3.0
345,Vila Velha,BR,2021=01-28 20:03:32,-20.3297,-40.2925,84.2,65,0,18.41
346,Clyde River,CA,2021=01-28 20:03:10,70.4692,-68.5914,-18.4,76,40,5.75
347,Scarborough,GB,2021=01-28 20:03:24,54.2797,-0.4044,41.0,95,100,6.89
348,Canela,BR,2021=01-28 20:00:20,-29.3656,-50.8156,78.01,85,100,4.0
349,Clarence Town,AU,2021=01-28 20:05:15,-32.5833,151.7833,69.8,100,90,11.5
350,Salumbar,IN,2021=01-28 20:05:15,24.1333,74.05,53.44,41,0,8.01
351,Doctor Juan Leon Mallorquin,PY,2021=01-28 20:05:15,-25.4,-55.2667,78.8,94,90,6.91
352,Sinnamary,GF,2021=01-28 20:05:15,5.3833,-52.95,79.52,73,75,8.08
353,Vernon,CA,2021=01-28 20:02:31,50.2581,-119.2691,34.0,93,100,1.14
354,Isla Mujeres,MX,2021=01-28 20:05:15,21.2311,-86.731,82.4,69,40,6.91
355,Villa Del Rosario,CO,2021=01-28 20:05:16,7.8339,-72.4742,86.0,54,20,11.5
356,Tigil,RU,2021=01-28 20:05:16,57.8,158.6667,-11.7,90,100,3.24
357,Bone,DE,2021=01-28 20:05:16,51.9669,12.1396,35.01,86,100,1.99
358,Tucupita,VE,2021=01-28 20:05:16,9.0622,-62.051,85.15,59,95,6.8
359,Ternate,ID,2021=01-28 20:05:17,0.8,127.4,79.3,79,100,9.93
360,Cockburn Town,TC,2021=01-28 20:05:17,21.4612,-71.1419,80.6,61,40,9.22
361,Caravelas,BR,2021=01-28 20:05:17,-17.7125,-39.2481,81.34,67,72,8.72
362,Cayenne,GF,2021=01-28 20:05:17,4.9333,-52.3333,84.2,65,75,10.36
363,Saint-Joseph,RE,2021=01-28 20:02:37,-21.3667,55.6167,78.8,73,0,8.05
364,Soyo,AO,2021=01-28 20:02:32,-6.1349,12.3689,79.07,79,52,7.61
365,Port Hardy,CA,2021=01-28 20:03:05,50.6996,-127.4199,41.0,81,20,3.44
366,La Ronge,CA,2021=01-28 20:05:18,55.1001,-105.2842,3.2,78,100,8.05
367,Daru,PG,2021=01-28 20:05:18,-9.0763,143.2092,78.15,86,100,12.08
368,Huntingdon,GB,2021=01-28 20:02:05,52.3305,-0.1865,51.01,91,100,5.99
369,Pecos,US,2021=01-28 20:05:18,31.4229,-103.4932,57.2,24,1,6.91
370,Mon,IN,2021=01-28 20:05:19,26.75,95.1,54.43,66,0,3.49
371,Port Blair,IN,2021=01-28 20:02:41,11.6667,92.75,78.64,83,16,5.82
372,Aswan,EG,2021=01-28 20:05:19,24.0934,32.907,58.08,39,7,8.61
373,Moyale,KE,2021=01-28 20:05:19,3.5167,39.0584,76.35,32,100,15.08
374,Kahului,US,2021=01-28 20:05:20,20.8947,-156.47,78.8,57,20,18.41
375,Karaton,ID,2021=01-28 20:05:21,-6.3424,106.1045,77.0,94,75,5.75
376,Prince George,CA,2021=01-28 20:05:22,53.9166,-122.753,5.0,72,75,3.44
377,Kenai,US,2021=01-28 20:05:22,60.5544,-151.2583,21.99,86,90,18.41
378,Bagdarin,RU,2021=01-28 20:05:23,54.4333,113.6,-24.63,80,100,2.55
379,Bratsk,RU,2021=01-28 20:05:23,56.1325,101.6142,-31.0,75,4,4.47
380,Nabire,ID,2021=01-28 20:05:23,-3.3667,135.4833,74.71,92,100,2.01
381,Zavolzhsk,RU,2021=01-28 20:05:23,57.4823,42.1378,26.49,98,100,9.37
382,San Cristobal,VE,2021=01-28 20:05:23,7.7669,-72.225,86.0,54,20,11.5
383,Dukat,RU,2021=01-28 20:05:23,62.55,155.55,-35.1,81,100,5.14
384,Olafsvik,IS,2021=01-28 20:05:24,64.8945,-23.7142,28.44,87,69,4.99
385,Pokhara,NP,2021=01-28 20:05:24,28.2333,83.9833,50.23,36,0,4.79
386,Shimoda,JP,2021=01-28 20:00:44,34.6667,138.95,39.0,79,23,1.99
387,Evensk,RU,2021=01-28 20:05:24,61.95,159.2333,-4.95,85,100,13.09
388,Chandler,US,2021=01-28 20:02:35,33.3062,-111.8412,66.99,22,1,5.75
389,Mantsala,FI,2021=01-28 20:05:25,60.6609,25.2838,23.0,93,75,5.75
390,Roebourne,AU,2021=01-28 20:05:25,-20.7833,117.1333,83.26,71,0,10.74
391,Senno,RU,2021=01-28 20:05:25,59.5336,33.9167,28.99,89,100,1.99
392,Kachug,RU,2021=01-28 20:05:25,53.9606,105.8817,-26.57,80,79,5.44
393,Saint-Francois,FR,2021=01-28 20:01:51,46.4154,3.9054,53.6,87,90,5.75
394,Santa Ana,US,2021=01-28 20:05:22,33.7456,-117.8678,64.99,39,20,10.36
395,Altay,CN,2021=01-28 20:05:26,47.8667,88.1167,2.37,78,0,1.5
396,Kargasok,RU,2021=01-28 20:02:08,59.0556,80.8572,-0.83,93,100,8.21
397,Wellington,NZ,2021=01-28 20:05:26,-41.2866,174.7756,55.4,71,75,23.02
398,Honghu,CN,2021=01-28 20:05:26,29.8206,113.4621,40.91,65,0,4.74
399,Bonavista,CA,2021=01-28 20:05:26,48.6499,-53.1147,25.0,80,100,3.44
400,San Patricio,US,2021=01-28 20:03:21,28.017,-97.5169,62.6,51,75,10.36
401,Balikpapan,ID,2021=01-28 20:05:19,-1.2675,116.8289,74.14,92,100,8.34
402,Lysa Hora,UA,2021=01-28 20:05:27,48.1706,31.1099,28.36,98,100,17.63
403,Rio Grande,BR,2021=01-28 20:03:53,-32.035,-52.0986,80.6,69,20,13.8
404,Knysna,ZA,2021=01-28 20:05:27,-34.0363,23.0471,62.6,77,0,1.14
405,Lubu,CN,2021=01-28 20:00:28,23.1742,112.2809,60.01,99,14,2.82
406,Cacu,BR,2021=01-28 20:05:28,-18.5567,-51.1308,86.56,52,100,8.9
407,Haines Junction,CA,2021=01-28 20:05:28,60.7522,-137.5108,-22.0,76,100,1.68
408,Vuktyl,RU,2021=01-28 20:05:28,63.8567,57.3094,-6.2,91,96,6.93
409,Brandon,US,2021=01-28 20:01:03,27.9378,-82.2859,69.8,28,1,6.91
410,Ixtapa,MX,2021=01-28 20:01:56,20.7,-105.2,80.6,57,40,8.05
411,Awjilah,LY,2021=01-28 20:03:15,29.1081,21.2869,55.54,62,2,13.38
412,Nevelsk,RU,2021=01-28 20:05:29,46.6733,141.8633,3.2,85,100,11.18
413,Zhaotong,CN,2021=01-28 20:05:29,27.3167,103.7167,35.38,86,100,3.78
414,Pomezia,IT,2021=01-28 20:05:29,41.667,12.5052,50.0,87,75,12.66
415,Jiaozuo,CN,2021=01-28 20:05:29,35.2397,113.2331,35.56,56,0,5.44
416,Zimovniki,RU,2021=01-28 20:05:29,47.1483,42.4633,37.4,93,100,9.57
417,Shawville,CA,2021=01-28 20:05:30,45.6001,-76.4827,10.99,75,99,3.0
418,Puerto El Triunfo,SV,2021=01-28 20:05:30,13.2833,-88.55,98.6,22,0,17.27
419,Martapura,ID,2021=01-28 20:05:30,-3.4167,114.85,73.4,100,75,1.01
420,Marienburg,PL,2021=01-28 20:05:30,54.0359,19.0266,30.0,82,17,8.01
421,Pativilca,PE,2021=01-28 20:05:30,-10.7,-77.7833,76.01,65,6,12.1
422,Norman Wells,CA,2021=01-28 20:02:15,65.282,-126.8329,-31.0,75,20,2.3
423,Taos,US,2021=01-28 20:05:31,36.4072,-105.5731,41.0,40,1,6.91
424,Zhanaozen,KZ,2021=01-28 20:05:31,43.3,52.8,42.04,60,100,29.06
425,Ulaanbaatar,MN,2021=01-28 20:05:31,47.9077,106.8832,-14.8,76,0,2.24
426,Berck,FR,2021=01-28 20:05:31,50.4,1.6,50.0,100,90,10.36
427,Karad,IN,2021=01-28 20:05:31,17.2833,74.2,69.22,50,9,2.15
428,Kindu,CD,2021=01-28 20:05:32,-2.95,25.95,69.1,88,100,1.16
429,Maniitsoq,GL,2021=01-28 20:05:32,65.4167,-52.9,25.86,80,0,6.89
430,Herat,AF,2021=01-28 20:04:01,34.5,62.0,40.86,54,0,3.98
431,Lagoa,PT,2021=01-28 20:05:32,39.05,-27.9833,62.96,85,100,36.64
432,Teahupoo,PF,2021=01-28 20:05:32,-17.8333,-149.2667,86.0,58,75,5.75
433,Shelburne,CA,2021=01-28 20:05:33,44.0787,-80.2041,16.0,84,88,15.12
434,Correntina,BR,2021=01-28 20:05:33,-13.3433,-44.6367,86.18,39,68,3.96
435,Tyukhtet,RU,2021=01-28 20:05:33,56.5389,89.3011,-2.94,93,100,6.24
436,Gorshechnoye,RU,2021=01-28 20:05:33,51.5244,38.0365,34.86,97,100,13.69
437,Mecca,SA,2021=01-28 20:05:33,21.4267,39.8261,74.41,78,80,4.68
438,De-Kastri,RU,2021=01-28 20:05:34,51.4667,140.7833,-10.23,85,0,6.35
439,Eskisehir,TR,2021=01-28 20:05:34,39.7767,30.5206,28.4,93,40,4.61
440,Kloulklubed,PW,2021=01-28 20:05:34,7.0419,134.2556,77.0,94,90,8.05
441,Bengkulu,ID,2021=01-28 20:03:24,-3.8004,102.2655,75.07,90,98,9.1
442,Natal,BR,2021=01-28 20:05:34,-5.795,-35.2094,84.2,65,75,18.41
443,Gondanglegi,ID,2021=01-28 20:05:34,-7.7479,112.0132,73.94,92,100,9.15
444,Qiryat Shemona,IL,2021=01-28 20:05:35,33.2073,35.5721,53.6,82,0,10.36
445,Vallam,IN,2021=01-28 20:05:35,10.7167,79.0833,73.4,83,20,4.61
446,Mount Isa,AU,2021=01-28 20:02:39,-20.7333,139.5,75.2,64,73,16.08
447,Palembang,ID,2021=01-28 20:05:35,-2.9167,104.7458,73.89,96,100,3.2
448,Baculin,PH,2021=01-28 20:05:35,7.4525,126.5842,77.45,86,100,12.17
449,Hofn,IS,2021=01-28 20:03:18,64.2539,-15.2082,32.0,59,75,8.05
450,Hambantota,LK,2021=01-28 20:05:36,6.1241,81.1185,76.12,84,90,3.2
451,Vangaindrano,MG,2021=01-28 20:05:36,-23.35,47.6,78.06,88,0,4.88
452,Muzaffarpur,IN,2021=01-28 20:05:36,26.1167,85.4,46.4,93,90,5.66
453,Matagami,CA,2021=01-28 20:05:36,49.7502,-77.6328,-2.2,78,90,11.5
454,Pavlodar,KZ,2021=01-28 20:03:59,52.3,76.95,23.0,80,0,15.66
455,Biu,NG,2021=01-28 20:01:33,10.6129,12.1946,73.38,18,92,11.68
456,Yangambi,CD,2021=01-28 20:05:37,0.8102,24.4336,72.5,95,100,1.23
457,Abalak,RU,2021=01-28 20:05:37,58.1286,68.5944,29.46,99,100,11.25
458,Mattru,SL,2021=01-28 20:02:42,7.6244,-11.8332,79.25,71,0,5.3
459,Kita,ML,2021=01-28 20:05:37,13.0349,-9.4895,79.66,14,11,4.61
460,Kaka,TM,2021=01-28 20:02:10,37.3482,59.6143,43.72,56,0,4.83
461,Urusha,RU,2021=01-28 20:05:38,54.05,122.9,-37.03,77,41,2.21
462,Puerto Del Rosario,ES,2021=01-28 20:05:38,28.5004,-13.8627,68.0,83,0,4.61
463,Ereymentau,KZ,2021=01-28 20:05:38,51.6199,73.1033,18.99,94,100,14.88
464,Nishihara,JP,2021=01-28 20:05:38,26.1842,127.7558,57.2,44,75,21.85
465,Avera,US,2021=01-28 20:05:38,33.194,-82.5271,53.6,37,1,10.36
466,Punay,PH,2021=01-28 20:05:39,5.9614,121.1981,78.1,86,10,7.25
467,Preston,GB,2021=01-28 20:05:39,53.7667,-2.7167,46.99,93,75,4.61
468,Kushima,JP,2021=01-28 20:05:39,31.4583,131.2333,41.0,52,40,17.27
469,Kuandian,CN,2021=01-28 20:05:39,40.7286,124.7847,-8.79,86,0,2.37
470,Shimanovsk,RU,2021=01-28 20:05:39,52.0,127.7,-23.08,86,98,4.63
471,Frejus,FR,2021=01-28 20:05:40,43.4329,6.7352,59.0,93,46,4.61
472,Nhulunbuy,AU,2021=01-28 20:01:14,-12.2333,136.7667,77.0,94,90,6.91
473,North Little Rock,US,2021=01-28 20:05:40,34.7695,-92.2671,42.8,52,20,6.91
474,Ancud,CL,2021=01-28 20:05:40,-41.8697,-73.8203,66.0,77,75,6.91
475,Balkanabat,TM,2021=01-28 20:05:40,39.5108,54.3671,54.48,37,21,9.51
476,Lipin Bor,RU,2021=01-28 20:05:41,60.2622,37.9763,24.48,98,100,10.04
477,Can Tho,VN,2021=01-28 20:04:35,10.0333,105.7833,73.4,100,92,2.3
478,Wum,CM,2021=01-28 20:05:41,6.3833,10.0667,69.37,27,25,2.59
479,Agua Verde,MX,2021=01-28 20:05:41,22.9,-106.05,80.6,41,75,3.44
480,Sept-Iles,CA,2021=01-28 20:05:41,50.2001,-66.3821,21.99,53,32,5.75
481,Katobu,ID,2021=01-28 20:02:04,-4.9408,122.5276,76.14,91,100,5.73
482,Sharan,RU,2021=01-28 20:05:42,54.8167,54.0,20.17,94,100,9.26
483,Edwardsville,US,2021=01-28 20:03:43,38.8114,-89.9532,30.99,64,1,5.75
484,Fianarantsoa,MG,2021=01-28 20:05:42,-21.4333,47.0833,66.33,96,82,3.0
485,Baruun-Urt,MN,2021=01-28 20:05:42,46.6806,113.2792,-7.91,87,55,12.97
486,Dingle,PH,2021=01-28 20:03:45,10.9995,122.6711,72.12,90,37,9.1
487,Moorhead,US,2021=01-28 20:05:43,46.8739,-96.7676,19.0,73,90,18.41
488,Kudymkar,RU,2021=01-28 20:05:43,59.0173,54.656,23.16,98,100,5.14
489,Shakawe,BW,2021=01-28 20:05:43,-18.3667,21.85,71.46,85,100,2.01
490,Houma,US,2021=01-28 20:02:34,29.5958,-90.7195,55.4,47,1,12.66
491,Yemtsa,RU,2021=01-28 20:05:43,63.0734,40.3329,15.28,97,100,4.72
492,Ucluelet,CA,2021=01-28 20:05:43,48.9329,-125.5528,46.0,75,40,2.3
493,Beringovskiy,RU,2021=01-28 20:05:44,63.05,179.3167,-2.36,91,100,17.58
494,Tortoli,IT,2021=01-28 20:05:44,39.9256,9.6572,62.6,48,0,13.8
495,Concepcion,CL,2021=01-28 20:00:44,-36.827,-73.0498,64.4,77,75,12.66
496,Chivilcoy,AR,2021=01-28 20:05:44,-34.8957,-60.0167,83.14,40,99,9.15
497,Havre-Saint-Pierre,CA,2021=01-28 20:04:09,50.2334,-63.5986,17.6,57,1,4.61
498,Vao,NC,2021=01-28 20:05:45,-22.6667,167.4833,76.87,83,41,21.3
499,Bowen,AU,2021=01-28 20:05:45,-20.0167,148.2333,73.4,94,40,6.91
500,Beihai,CN,2021=01-28 20:05:45,21.4833,109.1,60.33,56,4,11.59
501,Guasdualito,VE,2021=01-28 20:05:45,7.2424,-70.7324,91.98,37,1,8.46
502,Cap Malheureux,MU,2021=01-28 20:01:05,-19.9842,57.6142,78.01,80,0,3.0
503,Bukachacha,RU,2021=01-28 20:05:46,52.9833,116.9167,-22.74,83,100,2.19
504,Lata,PT,2021=01-28 20:05:46,40.1629,-8.3327,57.99,92,67,1.01
505,Villa Bruzual,VE,2021=01-28 20:05:46,9.3328,-69.1208,94.46,29,0,3.44
506,Nyamuswa,TZ,2021=01-28 20:05:46,-1.9,34.0167,75.2,78,40,1.86
507,Shambu,ET,2021=01-28 20:05:46,9.5667,37.1,58.03,48,46,2.98
508,Sidi Ali,DZ,2021=01-28 20:05:47,36.0998,0.4206,57.94,81,0,2.08
509,Togul,RU,2021=01-28 20:05:47,53.465,85.9128,20.61,96,100,17.2
510,Souillac,MU,2021=01-28 20:03:20,-20.5167,57.5167,78.01,80,44,3.0
511,Hervey Bay,AU,2021=01-28 20:05:47,-25.2986,152.8535,75.0,80,5,3.0
512,Barreirinhas,BR,2021=01-28 20:05:47,-2.7469,-42.8264,80.19,81,100,8.86
513,Babu,CN,2021=01-28 20:05:47,24.4167,111.5167,46.51,62,0,2.75
514,Racoviteni,RO,2021=01-28 20:05:48,45.3667,26.9,28.47,88,22,9.53
515,Dalvik,IS,2021=01-28 20:05:48,65.9702,-18.5286,-4.0,84,0,2.3
516,Boa Vista,BR,2021=01-28 20:03:05,2.8197,-60.6733,89.6,43,40,14.97
517,Sayyan,YE,2021=01-28 20:04:02,15.1718,44.3244,47.21,44,0,3.56
518,Rudbar,AF,2021=01-28 20:05:48,30.15,62.6,52.2,31,19,7.94
519,Buraydah,SA,2021=01-28 20:05:49,26.326,43.975,66.2,59,20,4.61
520,Sambava,MG,2021=01-28 20:05:49,-14.2667,50.1667,79.23,81,18,3.58
521,Miyang,CN,2021=01-28 20:05:49,24.4042,103.4428,46.56,66,90,3.0
522,Lavrentiya,RU,2021=01-28 20:02:27,65.5833,-171.0,-8.18,85,100,13.27
523,Barwadih,IN,2021=01-28 20:05:50,23.8333,84.1167,56.05,44,67,0.56
524,Acari,PE,2021=01-28 20:05:50,-15.4311,-74.6158,83.62,43,56,11.39
525,Gamba,GA,2021=01-28 20:02:35,-2.65,10.0,78.1,86,100,5.21
526,Yingkou,CN,2021=01-28 20:05:50,40.6648,122.2283,1.02,85,0,5.14
527,Bindura,ZW,2021=01-28 20:05:51,-17.3019,31.3306,68.0,88,100,1.01
528,San Lorenzo,PY,2021=01-28 20:05:51,-25.3333,-57.5333,73.4,94,75,4.61
529,Huambo,AO,2021=01-28 20:05:51,-12.7761,15.7392,66.02,50,100,3.24
530,Luena,AO,2021=01-28 20:05:51,-11.7833,19.9167,64.42,95,100,7.09
531,Fuyu,CN,2021=01-28 20:05:51,45.1833,124.8167,-20.04,81,0,4.05
532,Luanda,AO,2021=01-28 20:05:36,-8.8368,13.2343,80.6,83,40,5.75
533,Jalu,LY,2021=01-28 20:05:52,29.0331,21.5482,55.53,58,2,13.31
534,Half Moon Bay,US,2021=01-28 20:05:52,37.4636,-122.4286,53.6,82,75,9.22
535,Camacupa,AO,2021=01-28 20:05:52,-12.0167,17.4833,66.16,81,100,2.66
536,Saldanha,ZA,2021=01-28 20:02:59,-33.0117,17.9442,64.4,68,0,11.5
537,Kodinar,IN,2021=01-28 20:05:52,20.7903,70.7031,63.68,29,0,13.11
538,Parczew,PL,2021=01-28 20:05:53,51.6402,22.9006,30.2,93,90,12.66
539,Coahuayana,MX,2021=01-28 20:05:53,18.7333,-103.6833,86.0,48,40,7.78
540,Chany,RU,2021=01-28 20:05:53,55.3121,76.7647,23.68,95,100,19.51
541,Joshimath,IN,2021=01-28 20:05:53,30.5667,79.5667,35.58,51,0,6.53
542,Virginia Beach,US,2021=01-28 20:02:38,36.8529,-75.978,37.4,44,40,21.85
543,Taseyevo,RU,2021=01-28 20:05:53,57.2169,94.8978,-29.4,81,100,3.42
544,Mezhgorye,UA,2021=01-28 20:05:54,44.9667,34.4167,31.93,93,85,18.34
545,Verkhoyansk,RU,2021=01-28 20:05:54,67.5447,133.385,-49.59,74,51,1.45
546,Halifax,CA,2021=01-28 20:05:03,44.6453,-63.5724,34.0,64,75,5.75
547,Baiao,BR,2021=01-28 20:05:54,-2.7906,-49.6717,81.82,80,100,1.92
548,Banff,CA,2021=01-28 20:01:20,51.1762,-115.5698,12.2,79,75,3.49
549,Praya,CV,2021=01-28 20:05:54,14.9215,-23.5087,73.4,64,0,17.27
550,Baker City,US,2021=01-28 20:01:58,44.7749,-117.8344,41.0,65,90,13.8
551,Entre Rios,BR,2021=01-28 20:05:55,-11.9419,-38.0844,81.05,61,99,8.61
552,Sovetskiy,RU,2021=01-28 20:05:55,61.3614,63.5842,4.51,95,42,3.98
553,Corn Island,NI,2021=01-28 20:05:55,12.1694,-83.0418,80.24,76,78,22.21
554,Sobolevo,RU,2021=01-28 20:03:33,54.4299,31.8996,26.91,99,100,5.84
555,Puerto Penasco,MX,2021=01-28 20:05:55,31.3167,-113.5333,60.01,72,100,4.0
556,Santa Clara,CU,2021=01-28 20:05:56,22.4,-79.9667,82.4,65,75,12.66
557,Mandal,IN,2021=01-28 20:05:56,25.45,74.5667,51.46,44,0,3.22
558,Aykhal,RU,2021=01-28 20:02:44,66.0,111.5,-36.87,80,56,5.82
559,Yerbogachen,RU,2021=01-28 20:05:56,61.2767,108.0108,-41.84,80,31,5.57
560,Victor Harbor,AU,2021=01-28 20:05:56,-35.5667,138.6167,59.0,88,83,4.23
561,Axim,GH,2021=01-28 20:03:55,4.8699,-2.2405,79.05,83,0,8.72
562,Ouadda,CF,2021=01-28 20:03:35,8.0777,22.4007,82.17,22,83,5.57
563,Kincardine,GB,2021=01-28 20:05:57,56.0667,-3.7167,37.99,100,90,3.44
564,Kigoma,TZ,2021=01-28 20:05:57,-4.8769,29.6267,71.6,94,40,3.71
565,Okha,RU,2021=01-28 20:03:15,53.5739,142.9478,0.41,93,99,8.68
566,Marsh Harbour,BS,2021=01-28 20:02:02,26.5412,-77.0636,67.19,64,1,31.09
567,Kamiiso,JP,2021=01-28 20:05:58,41.8167,140.65,38.05,92,100,26.13
568,Mitu,CO,2021=01-28 20:03:20,1.1983,-70.1733,88.66,56,63,4.27
569,Nipawin,CA,2021=01-28 20:05:58,53.3668,-104.0009,8.6,78,90,12.66
570,Goedereede,NL,2021=01-28 20:05:58,51.8175,3.9806,46.99,97,100,9.22
571,Porto Franco,BR,2021=01-28 20:05:58,-6.3383,-47.3992,84.02,75,100,2.59
572,Chilca,PE,2021=01-28 20:05:59,-12.5211,-76.7372,78.8,57,0,10.36
573,Umm Kaddadah,SD,2021=01-28 20:05:59,13.6017,26.6876,72.66,15,97,17.74
574,Romita,MX,2021=01-28 20:05:59,20.8667,-101.5167,71.6,35,75,11.18
575,Necochea,AR,2021=01-28 20:03:13,-38.5473,-58.7368,75.0,52,100,4.0
576,Yumen,CN,2021=01-28 20:05:59,40.2833,97.2,22.1,75,0,14.47
577,Moranbah,AU,2021=01-28 20:01:26,-22.0016,148.0466,70.23,89,13,15.14
578,Boundiali,CI,2021=01-28 20:06:00,9.5217,-6.4869,78.26,16,0,2.66
579,Urucui,BR,2021=01-28 20:06:00,-7.2294,-44.5561,86.86,57,65,5.57
580,Mehamn,NO,2021=01-28 20:06:00,71.0357,27.8492,23.0,68,75,16.11
581,Waingapu,ID,2021=01-28 20:06:00,-9.6567,120.2641,78.08,83,100,8.88
582,Slyudyanka,RU,2021=01-28 20:06:00,51.6594,103.7061,-4.52,85,100,5.5
583,Emba,KZ,2021=01-28 20:06:01,48.8264,58.1442,16.43,92,100,12.68
584,Amapa,BR,2021=01-28 20:06:01,1.0,-52.0,79.34,93,99,3.29
585,Kolondieba,ML,2021=01-28 20:06:01,11.0882,-6.8926,80.28,15,15,4.54
586,Antofagasta,CL,2021=01-28 20:06:01,-23.65,-70.4,75.0,73,40,14.97
587,Lodja,CD,2021=01-28 20:06:01,-3.4833,23.4333,67.8,90,66,3.18
588,Nouadhibou,MR,2021=01-28 20:06:01,20.931,-17.0347,71.24,54,0,16.31
589,Kamennogorsk,RU,2021=01-28 20:06:02,60.9545,29.1339,32.0,95,100,1.99
590,Kidal,ML,2021=01-28 20:06:02,18.4411,1.4078,70.52,18,0,10.87
591,Auki,SB,2021=01-28 20:02:16,-8.7676,160.7034,79.92,84,100,13.42
